Visitor ID,Name,Initiated Time,Page,Mode,Question,IP,Keyword,Campaign Medium,Campaign Name,Campaign Source,State,Source
1f9e4fbd-f26f-41d3-ba2b-b58a31dda09e_a10,Visitor 207887,"02 Sep, 2024 02:59 PM",https://russelvagas.com.br/job/bombeiro-hidraulico-construcao-de-edificios-r-2-91151-nova-iguacu/,Mobile,Quero emprego.,181.233.17.163,,,,,rio de janeiro,Referrals
8bdc98b7-128f-4dd4-a581-ddc17964ba15_a11,Visitor 611840,"02 Sep, 2024 02:59 PM",https://russelservico.com.br/?utm_source=google&utm_medium=pesquisa&utm_campaign=varejo&utm_content=ad05&utm_term=contratar%20vendedor&gad_source=1&gclid=CjwKCAjwxNW2BhAkEiwA24Cm9PYTSzH0dmJ7b3KXF2wg8sqQ_7zd8ftkc9RPNRWssyN_KuRYF1cH3xoCmbAQAvD_BwE,Mobile,Busco Emprego,168.232.47.74,contratar vendedor,pesquisa,varejo,google,rio grande do norte,Adwords
8288542c-fe79-473e-af72-1643a90a942d_a11,Visitor 879458,"02 Sep, 2024 02:59 PM",https://russelvagas.com.br/,Mobile,Quero emprego.,168.232.47.74,,,,,rio grande do norte,Direct
8288542c-fe79-473e-af72-1643a90a942d_a11,Visitor 879458,"02 Sep, 2024 03:01 PM",https://russelvagas.com.br/,Mobile,Boa tarde,168.232.47.74,,,,,rio grande do norte,Direct
b841e3ac-68d7-4e28-a04c-533f22d2ae8c_a11,Visitor 612821,"02 Sep, 2024 03:02 PM",https://russelservico.com.br/?utm_source=google&utm_medium=pesquisa&utm_campaign=pacotelimpeza&utm_content=ad05&utm_term=diarista&gad_source=1&gbraid=0AAAAADGsFhj_ybQb9rrgMXDnUk_Djhq3m&gclid=CjwKCAjwxNW2BhAkEiwA24Cm9Ignw_Kfjop764gpamvviKXXBtloyCSnBCLDm_Lp,Mobile,Quero Contratar,177.181.166.91,diarista,pesquisa,pacotelimpeza,google,pernambuco,Adwords
8288542c-fe79-473e-af72-1643a90a942d_a11,Visitor 879458,"02 Sep, 2024 03:02 PM",https://russelvagas.com.br/,Mobile,Quero emprego.,168.232.47.74,,,,,rio grande do norte,Direct
72ba6a12-d5f4-432b-a5f9-0cb8c06b062c_a11,Visitor 944781,"02 Sep, 2024 03:02 PM",https://russelservico.com.br/,Desktop,Busco Emprego,177.68.190.12,,,,,sao paulo,Search Engine
b-Whatsapp_5521984850162_3040000001524017,Renan,"02 Sep, 2024 03:09 PM",,,Olá! Tudo bem? Gostaria de solicitar um orçamento para terceirização de mão de obra.,,,,,,,WhatsApp
624a16ef-2c87-4389-99b1-b94946abceb2_a11,Visitor 466390,"02 Sep, 2024 03:27 PM",https://russelservico.com.br/como-funciona?utm_source=google&utm_medium=pesquisa&utm_campaign=pacotelimpeza&utm_content=ad05&utm_term=diarista&gad_source=1&gbraid=0AAAAADGsFhj_ybQb9rrgMXDnUk_Djhq3m&gclid=EAIaIQobChMImJrm3u-kiAMVpSKHAx2Z-jeVEAAYASABEgJTJPD,Mobile,Quero Contratar,189.26.190.170,diarista,pesquisa,pacotelimpeza,google,santa catarina,Adwords
b-Whatsapp_5521984850162_3040000000178682,Paulo Anderson,"02 Sep, 2024 03:37 PM",,,Olá! Tudo bem? Gostaria de solicitar um orçamento para terceirização de mão de obra.,,,,,,,WhatsApp
53998186-9435-4a4a-8724-58bb23cd24dd_a11,Visitor 595821,"02 Sep, 2024 03:42 PM",https://russelservico.com.br/?utm_source=google&utm_medium=pesquisa&utm_campaign=pacotelimpeza&utm_content=ad05&utm_term=diarista&gad_source=1&gclid=CjwKCAjwxNW2BhAkEiwA24Cm9PBgbK5nmQC9dfAwo-yqi5fsDn2kFbAnbi7KxiJO9qrzrO-fDlU3KhoCZSIQAvD_BwE,Mobile,Busco Emprego,170.233.149.22,diarista,pesquisa,pacotelimpeza,google,goias,Adwords
c2677899-e49a-4154-b72f-061a16a631fd_a11,Visitor 632363,"02 Sep, 2024 03:43 PM",https://russelvagas.com.br/,Mobile,Quero emprego.,170.233.149.22,,,,,goias,Direct
c2677899-e49a-4154-b72f-061a16a631fd_a11,Visitor 632363,"02 Sep, 2024 03:44 PM",https://russelvagas.com.br/vagas/,Mobile,Oie,170.233.149.22,,,,,goias,Direct
7412907d-6b60-4cf5-8bf9-a4954ce50d8f_a11,Visitor 628771,"02 Sep, 2024 03:45 PM",https://russelservico.com.br/?utm_source=google&utm_medium=pesquisa&utm_campaign=construcao&utm_content=ad03&utm_term=contratar%20encanador&gad_source=1&gclid=CjwKCAjwxNW2BhAkEiwA24Cm9J0y91l3HeDVPy1lPnJEX2QLM8rIkD8tvfFrr9shs0dGTmnf6DnkuRoCZtcQAvD_BwE,Mobile,Quero Contratar,177.198.106.200,contratar encanador,pesquisa,construcao,google,sao paulo,Adwords
b-Whatsapp_5521984850162_3040000001523551,Madalena Veras,"02 Sep, 2024 03:53 PM",,,Olá! Tudo bem? Gostaria de solicitar um orçamento para terceirização de mão de obra.,,,,,,,WhatsApp
d4475eca-e835-40d6-bab4-476f8e526d7b_a11,Visitor 907269,"02 Sep, 2024 04:16 PM",https://russelvagas.com.br/,Mobile,Quero emprego.,200.96.120.80,,,,,rio grande do sul,Referrals
8bd6f9ac-84f5-4cac-a032-16199c01c4cb_a11,Visitor 341322,"02 Sep, 2024 04:18 PM",https://russelservico.com.br/,Desktop,Quero Contratar,191.177.139.59,,,,,parana,Search Engine
a9c6eda8-79cd-4dfd-b2ea-bec6c8f45cfa_a11,Visitor 1922,"02 Sep, 2024 04:27 PM",https://russelservico.com.br/?utm_source=google&utm_medium=pesquisa&utm_campaign=opmaquinas&utm_content=ad02&utm_term=operador%20de%20escavadeira&gad_source=1&gclid=EAIaIQobChMIpuLP6_6kiAMVXF5IAB1Q_QaGEAAYASAAEgKdrPD_BwE,Desktop,Quero Contratar,187.73.24.103,operador de escavadeira,pesquisa,opmaquinas,google,minas gerais,Adwords
4b49bef1-4084-402d-8826-478b9b2a34f0_a11,Visitor 975081,"02 Sep, 2024 04:32 PM",https://russelservico.com.br/pesquisa?v=Cozinheiro,Mobile,Quero Contratar,179.164.2.96,,,,,rio de janeiro,Direct
8a703a97-9b08-4460-958a-daf65e505b35_a11,Visitor 209071,"02 Sep, 2024 04:36 PM",https://russelservico.com.br/?utm_source=google&utm_medium=pesquisa&utm_campaign=terceirizacao&utm_content=ad06&utm_term=empresa%20terceirizada&gad_source=1&gbraid=0AAAAADGsFhgOq9yYWqGia_O8yjun8SsvD&gclid=CjwKCAjwxNW2BhAkEiwA24Cm9EYFovhCqL9i0cpWmGJk0KG0Qx,Mobile,Quero Contratar,177.173.239.194,empresa terceirizada,pesquisa,terceirizacao,google,alagoas,Adwords
1c61c2e0-2ef9-43e6-a91d-aa899fac9686_a11,Visitor 188139,"02 Sep, 2024 04:42 PM",https://russelservico.com.br/?utm_source=google&utm_medium=pesquisa&utm_campaign=opmaquinas&utm_content=ad03&utm_term=contratar%20operador%20empilhadeira&gad_source=1&gclid=CjwKCAjwxNW2BhAkEiwA24Cm9KhCt5B2vVMSOUox8HsPQVyyuMUZ2TZ6N_uoa8ZDMY9P3Air0ItKuRoCyt,Mobile,Busco Emprego,45.71.218.116,contratar operador empilhadeira,pesquisa,opmaquinas,google,mato grosso,Adwords
4ef12fff-4cc5-4663-926e-fce6a5e93613_a11,Visitor 215253,"02 Sep, 2024 04:43 PM",https://russelvagas.com.br/,Mobile,Quero emprego.,45.71.218.116,,,,,mato grosso,Direct
4ef12fff-4cc5-4663-926e-fce6a5e93613_a11,Visitor 215253,"02 Sep, 2024 04:44 PM",https://russelvagas.com.br/vagas/,Mobile,Oi boa tarde,45.71.218.116,,,,,mato grosso,Direct
4ef12fff-4cc5-4663-926e-fce6a5e93613_a11,Visitor 215253,"02 Sep, 2024 04:46 PM",https://russelvagas.com.br/vagas-pesquisa/?filter-title=Operador+de+empilhadeira+&filter-location=141,Mobile,Oi,45.71.218.116,,,,,mato grosso,Direct
317be401-ed84-4986-ae41-3121bb431e49_a11,Visitor 495927,"02 Sep, 2024 04:53 PM",https://russelvagas.com.br/,Mobile,FALE CONOSCO,177.221.77.132,,,,,minas gerais,Direct
317be401-ed84-4986-ae41-3121bb431e49_a11,Visitor 495927,"02 Sep, 2024 04:54 PM",https://russelvagas.com.br/,Mobile,Ola boa tarde meu nome Silvana gostaria de saber sobre vaga,177.221.77.132,,,,,minas gerais,Direct
4b49bef1-4084-402d-8826-478b9b2a34f0_a11,Alexandre,"02 Sep, 2024 05:24 PM",https://russelservico.com.br/pesquisa?v=Cozinheiro,Mobile,Quero Contratar,179.164.2.96,,,,,rio de janeiro,Direct
